"","poll_id","pollster_id","pollster","sponsor_ids","sponsors","display_name","pollster_rating_id","pollster_rating_name","numeric_grade","pollscore","methodology","transparency_score","state","start_date","end_date","sponsor_candidate_id","sponsor_candidate","sponsor_candidate_party","endorsed_candidate_id","endorsed_candidate_name","endorsed_candidate_party","question_id","sample_size","population","subpopulation","population_full","tracking","created_at","notes","url","source","internal","partisan","race_id","cycle","office_type","seat_number","seat_name","election_date","stage","nationwide_batch","biden"
"61",69690,320,"Monmouth",NA,NA,"Monmouth University Polling Institute",215,"Monmouth University Polling Institute",2.9,-0.9,"Live Phone",10,"Georgia",2020-09-17,2020-09-21,NA,NA,NA,NA,NA,NA,129932,402,"lv",NA,"lv",NA,"9/23/20 11:04","lower likely turnout","https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ga_092320.pdf/",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,45
"62",69709,1424,"Siena/NYT",NA,NA,"The New York Times/Siena College",448,"The New York Times/Siena College",3,-1.5,"Live Phone",8,"Georgia",2020-09-16,2020-09-21,NA,NA,NA,NA,NA,NA,129980,523,"lv",NA,"lv",NA,"9/24/20 05:04",NA,"https://int.nyt.com/data/documenttools/ga-ia-tx-crosstabs/ca61e64eaef883ac/full.pdf",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,45
"63",69646,847,"U. Georgia SPIA",655,"Atlanta Journal-Constitution","University of Georgia School of Public and International Affairs",350,"University of Georgia School of Public and International Affairs",2.2,-0.2,"Live Phone",7,"Georgia",2020-09-11,2020-09-20,NA,NA,NA,NA,NA,NA,129839,1150,"lv",NA,"lv",NA,"9/22/20 06:06",NA,"https://www.ajc.com/politics/ajc-poll-race-for-president-senate-contests-in-georgia-too-close-to-call/FCIZO2M5ZNH2XAQBRMAXJLFQVE/",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,47
"64",69937,1515,"Data for Progress",11551452,"Crooked Media | Indivisible","Data for Progress",522,"Data for Progress",2.7,-1.2,"Online Panel/Text-to-Web",4.5,"Georgia",2020-09-14,2020-09-19,NA,NA,NA,NA,NA,NA,130228,800,"lv",NA,"lv",NA,"9/24/20 09:29",NA,"https://filesforprogress.org/memos/2020-senate-project/week-1/topline-reports/DFP_GA-A_Week1_Senate_toplines.pdf",538,FALSE,"DEM",6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,45
"65",69937,1515,"Data for Progress",11551452,"Crooked Media | Indivisible","Data for Progress",522,"Data for Progress",2.7,-1.2,"Online Panel/Text-to-Web",4.5,"Georgia",2020-09-14,2020-09-19,NA,NA,NA,NA,NA,NA,130229,800,"lv",NA,"lv",NA,"9/24/20 09:29",NA,"https://filesforprogress.org/memos/2020-senate-project/week-1/topline-reports/DFP_GA-A_Week1_Senate_toplines.pdf",538,FALSE,"DEM",6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,46
"66",69575,907,"GBAO",NA,NA,"GBAO",109,"GBAO",1.2,0.1,"Live Phone",1,"Georgia",2020-09-14,2020-09-16,14489,"Raphael Warnock","DEM",NA,NA,NA,129659,600,"lv",NA,"lv",NA,"9/21/20 08:10",NA,"https://warnockforgeorgia.com/wp-content/uploads/2020/09/Warnock-For-Georgia-Polling-Memo-092120.pdf",538,TRUE,"DEM",6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,49
"67",69566,1562,"Redfield & Wilton Strategies",NA,NA,"Redfield & Wilton Strategies",562,"Redfield & Wilton Strategies",1.8,0.3,"Online Panel",9,"Georgia",2020-09-12,2020-09-16,NA,NA,NA,NA,NA,NA,129609,800,"lv",NA,"lv",NA,"9/20/20 10:42",NA,"https://redfieldandwiltonstrategies.com/latest-georgia-and-minnesota-voting-intention-12-17-september/",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,45
"68",68545,1189,"Morning Consult",NA,NA,"Morning Consult",218,"Morning Consult",1.8,-0.2,"Online Panel",NA,"Georgia",2020-08-29,2020-09-07,NA,NA,NA,NA,NA,NA,128322,1486,"lv",NA,"lv",TRUE,"9/9/20 06:06",NA,"https://morningconsult.com/2020/09/09/trump-biden-race-tightens-2020-polling/",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,46
"69",68583,1617,"Fabrizio Ward/Hart Research Associates",42,"AARP","Fabrizio Ward/Hart Research Associates",613,"Fabrizio Ward/Hart Research Associates/AARP Research",NA,NA,"Live Phone",NA,"Georgia",2020-08-30,2020-09-05,NA,NA,NA,NA,NA,NA,128410,800,"lv",NA,"lv",NA,"9/10/20 09:36",NA,"https://www.aarp.org/content/dam/aarp/research/surveys_statistics/politics/2020/2020-election-battleground-states-senate-georgia-annotated-questionnaire.doi.10.26419-2Fres.00401.016.pdf",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,47
"70",71754,1632,"Opinion Insight",1326,"American Action Forum","Opinion Insight",225,"National Research",1.8,-0.4,"Live Phone",NA,"Georgia",2020-08-30,2020-09-02,NA,NA,NA,NA,NA,NA,134446,800,"lv",NA,"lv",NA,"10/23/20 15:12",NA,"https://www.americanactionforum.org/insight/georgia-policy-priorities-and-the-election/",538,NA,"REP",6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,46
"71",68308,262,"Landmark Communications",90,"WSB-TV","Landmark Communications",166,"Landmark Communications",2.1,-0.6,"IVR/Live Phone",NA,"Georgia",2020-08-29,2020-08-31,NA,NA,NA,NA,NA,NA,127936,500,"lv",NA,"lv",NA,"9/1/20 18:33",NA,"https://assets.documentcloud.org/documents/7072527/Landmark-Poll-Georgia-Presidential-Election-8-31.pdf",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,40.5
"72",70386,1193,"SurveyMonkey",788,"Axios","SurveyMonkey",324,"SurveyMonkey",1.9,0.2,"Online Panel",NA,"Georgia",2020-08-01,2020-08-31,NA,NA,NA,NA,NA,NA,131137,2772,"lv",NA,"lv",NA,"10/3/20 00:49",NA,"https://www.tableau.com/data-insights/us-election-2020/candidate-preference",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,49
"73",68288,1189,"Morning Consult",NA,NA,"Morning Consult",218,"Morning Consult",1.8,-0.2,"Online Panel",NA,"Georgia",2020-08-21,2020-08-30,NA,NA,NA,NA,NA,NA,127909,1392,"lv",NA,"lv",TRUE,"9/1/20 06:03",NA,"https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,49
"74",68278,1189,"Morning Consult",NA,NA,"Morning Consult",218,"Morning Consult",1.8,-0.2,"Online Panel",NA,"Georgia",2020-08-07,2020-08-16,NA,NA,NA,NA,NA,NA,127899,1265,"lv",NA,"lv",TRUE,"9/1/20 06:03",NA,"https://morningconsult.com/2020/09/01/battleground-presidential-polling-post-conventions/",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,46
"75",68087,262,"Landmark Communications",90,"WSB-TV","Landmark Communications",166,"Landmark Communications",2.1,-0.6,"IVR/Live Phone",NA,"Georgia",2020-08-14,2020-08-15,NA,NA,NA,NA,NA,NA,127540,500,"lv",NA,"lv",NA,"8/17/20 16:03",NA,"https://assets.documentcloud.org/documents/7038561/Landmark-Communications-Georgia-Poll.pdf",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,44.5
"76",67996,460,"SurveyUSA",147,"WXIA-TV","SurveyUSA",325,"SurveyUSA",2.8,-1.3,"Online Panel",NA,"Georgia",2020-08-06,2020-08-08,NA,NA,NA,NA,NA,NA,127318,623,"lv",NA,"lv",NA,"8/11/20 07:11",NA,"http://www.surveyusa.com/client/PollReport.aspx?g=4b9009c4-ef1d-4774-a211-0c4402738ec8",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,46
"77",67860,568,"YouGov",133,"CBS News","YouGov",391,"YouGov",2.9,-1.1,"Online Panel",NA,"Georgia",2020-07-28,2020-07-31,NA,NA,NA,NA,NA,NA,127045,1109,"lv",NA,"lv",NA,"8/2/20 10:34",NA,"https://drive.google.com/file/d/1oa8SqHJAq6hBII_8LjgY0PjPwAgBWzpO/view",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,46
"78",70436,1193,"SurveyMonkey",788,"Axios","SurveyMonkey",324,"SurveyMonkey",1.9,0.2,"Online Panel",NA,"Georgia",2020-07-01,2020-07-31,NA,NA,NA,NA,NA,NA,131239,3745,"lv",NA,"lv",NA,"10/3/20 01:04",NA,"https://www.tableau.com/data-insights/us-election-2020/candidate-preference",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,45.22
"79",67821,320,"Monmouth",NA,NA,"Monmouth University Polling Institute",215,"Monmouth University Polling Institute",2.9,-0.9,"Live Phone",NA,"Georgia",2020-07-23,2020-07-27,NA,NA,NA,NA,NA,NA,126936,402,"lv",NA,"lv",NA,"7/29/20 11:04","higher likely turnout","https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ga_072920.pdf/",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,47
"80",67821,320,"Monmouth",NA,NA,"Monmouth University Polling Institute",215,"Monmouth University Polling Institute",2.9,-0.9,"Live Phone",NA,"Georgia",2020-07-23,2020-07-27,NA,NA,NA,NA,NA,NA,126937,402,"lv",NA,"lv",NA,"7/29/20 11:04","lower likely turnout","https://www.monmouth.edu/polling-institute/documents/monmouthpoll_ga_072920.pdf//",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,46
"81",67688,1189,"Morning Consult",NA,NA,"Morning Consult",218,"Morning Consult",1.8,-0.2,"Online Panel",NA,"Georgia",2020-07-17,2020-07-26,NA,NA,NA,NA,NA,NA,126752,1337,"lv",NA,"lv",TRUE,"7/28/20 06:44",NA,"https://morningconsult.com/2020/07/28/senate-presidential-polling-political-intelligence/",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,47
"82",67587,1250,"Trafalgar Group",NA,NA,"Trafalgar Group",338,"Trafalgar Group",0.7,0.5,"IVR/Live Phone/Text/Online Panel/Email",NA,"Georgia",2020-07-15,2020-07-18,NA,NA,NA,NA,NA,NA,126456,1023,"lv",NA,"lv",NA,"7/20/20 16:10",NA,"https://drive.google.com/file/d/14b1jw1EuSpo90_kwZJKiSjHMQ378jFoA/view",538,NA,"REP",6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,43.3
"83",67622,1488,"Spry Strategies",1260,"American Principles Project","Spry Strategies",508,"Spry Strategies",1.5,0.2,"IVR/Text-to-Web",NA,"Georgia",2020-07-11,2020-07-16,NA,NA,NA,NA,NA,NA,126522,701,"lv",NA,"lv",NA,"7/22/20 18:47",NA,"https://americanprinciplesproject.org/wp-content/uploads/2020/07/APP.Georgia.pdf",538,NA,"REP",6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,45.74
"84",67616,172,"Garin Hart Yang",NA,NA,"Garin-Hart-Yang Research Group",113,"Garin-Hart-Yang Research Group",1.1,0.2,"Live Phone",NA,"Georgia",2020-07-09,2020-07-15,14567,"Jon Ossoff","DEM",NA,NA,NA,126508,800,"lv",NA,"lv",NA,"7/22/20 11:58",NA,"https://electjon.com/wp-content/uploads/2020/07/2020.07.22-Ossoff-poll-memo.pdf",538,TRUE,"DEM",6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,47
"85",67060,801,"Gravis Marketing (2020 and earlier)",358,"One America News Network","Gravis Marketing",124,"Kaplan Strategies",2,-0.9,"IVR/Online Panel",NA,"Georgia",2020-07-02,2020-07-02,NA,NA,NA,NA,NA,NA,125297,513,"lv",NA,"lv",NA,"7/12/20 14:06",NA,"https://www.scribd.com/document/468898889/Oann-Gravis-Georgia",538,FALSE,"REP",6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,45
"86",70487,1193,"SurveyMonkey",788,"Axios","SurveyMonkey",324,"SurveyMonkey",1.9,0.2,"Online Panel",NA,"Georgia",2020-06-08,2020-06-30,NA,NA,NA,NA,NA,NA,131341,2059,"lv",NA,"lv",NA,"10/3/20 01:16",NA,"https://www.tableau.com/data-insights/us-election-2020/candidate-preference",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,48.54
"87",67796,1189,"Morning Consult",NA,NA,"Morning Consult",218,"Morning Consult",1.8,-0.2,"Online Panel",NA,"Georgia",2020-05-17,2020-05-26,NA,NA,NA,NA,NA,NA,126882,1396,"lv",NA,"lv",TRUE,"7/28/20 15:45",NA,"https://morningconsult.com/form/july-presidential-battleground-state-polling/",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,47
"88",66290,1348,"BK Strategies",1285,"Republican State Leadership Committee","BK Strategies",20,"BK Strategies",1.3,0.3,"Live Phone",NA,"Georgia",2020-05-11,2020-05-13,NA,NA,NA,NA,NA,NA,123393,700,"lv",NA,"lv",NA,"5/15/20 11:40",NA,"https://assets.documentcloud.org/documents/6890619/RSLC-Georgia-Memo-May-2020.pdf",538,TRUE,"REP",6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,46
"89",66011,1347,"Cygnal",1274,"Georgia House Republican Trust","Cygnal",67,"Cygnal",2.1,-1.3,"Live Phone/Text-to-Web/Email",NA,"Georgia",2020-04-25,2020-04-27,NA,NA,NA,NA,NA,NA,122315,591,"lv",NA,"lv",NA,"5/1/20 07:14",NA,"https://assets.documentcloud.org/documents/6880530/20426-GHRT-GA-Toplines.pdf",538,TRUE,"REP",6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,44
"90",65227,1549,"Battleground Connect",NA,NA,"Battleground Connect",563,"Battleground Connect",NA,NA,"IVR/Live Phone",NA,"Georgia",2020-03-31,2020-04-01,13669,"Doug Collins","REP",NA,NA,NA,120899,1035,"lv",NA,"lv",NA,"4/3/20 11:04",NA,"https://projects.fivethirtyeight.com/polls/20200403_GA.pdf",538,TRUE,"REP",6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,46
"91",64706,847,"U. Georgia SPIA",NA,NA,"University of Georgia School of Public and International Affairs",350,"University of Georgia School of Public and International Affairs",2.2,-0.2,"Live Phone",NA,"Georgia",2020-02-24,2020-03-02,NA,NA,NA,NA,NA,NA,119609,1117,"lv",NA,"lv",NA,"3/4/20 06:59",NA,"https://assets.documentcloud.org/documents/6793459/SPIA-GE-Poll-Results.pdf",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,43.1
"92",62668,460,"SurveyUSA",147,"WXIA-TV","SurveyUSA",325,"SurveyUSA",2.8,-1.3,"Online Panel",NA,"Georgia",2019-11-15,2019-11-18,NA,NA,NA,NA,NA,NA,113251,1303,"lv",NA,"lv",NA,"11/19/19 23:52",NA,"http://www.surveyusa.com/client/PollReport.aspx?g=128c319e-4d47-4e41-827c-c67900e8414b",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,47
"93",62662,1486,"Climate Nexus",14951496,"Yale Program on Climate Change Communication | George Mason University Center for Climate Change Communication","Climate Nexus",506,"Climate Nexus",NA,NA,"Online Panel",NA,"Georgia",2019-11-04,2019-11-10,NA,NA,NA,NA,NA,NA,113216,688,"lv",NA,"lv",NA,"11/19/19 11:36",NA,"https://climatenexus.org/wp-content/uploads/2015/09/Georgia-Poll-Toplines.pdf",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,48
"94",62616,573,"Zogby",NA,NA,"Zogby Analytics",395,"Zogby Analytics",1.2,0.7,"Online Panel",NA,"Georgia",2019-10-28,2019-10-30,NA,NA,NA,NA,NA,NA,113017,550,"lv",NA,"lv",NA,"11/13/19 11:46",NA,"https://zogbyanalytics.com/news/908-the-zogby-poll-trump-s-approval-is-decent-in-the-peach-state-bernie-sanders-is-beating-trump-convincingly-in-georgia-trump-is-in-close-races-with-other-democratic-rivals",538,NA,NA,6221,2020,"U.S. President",0,NA,"11/3/20","general",FALSE,46
