D,P,Q,R,U,W,X,Y,Z
1,-0.9990919174965817,1,0,0,0,-0.04579856282284489,-1.8061179053364622,1
0,1.364655337735636,0,0,0,1,-2.139797764975126,-2.652143465655724,0
1,-1.0966602138802912,1,0,1,0,3.8032118809013387,-3.0603033520970144,1
1,-1.1593926164719521,1,1,0,0,1.4957742683044561,-1.8487827027695944,0
1,-1.9562197110184316,0,1,0,1,5.174171739433948,5.680308142450866,0
1,0.2671352865825235,0,0,1,1,2.189719559199764,0.529407086701374,1
1,0.7574400418971012,1,1,0,0,-0.8061652783740385,-4.0146038126067,0
1,-2.655033749262181,0,0,1,0,4.323054871766114,-0.002776821431320853,1
0,0.9323753473998407,0,0,0,1,-2.58056993086311,-3.0758808003852103,0
1,0.16792431861188392,1,1,1,0,3.9454875535288894,-2.620400086124065,1
1,0.25856020800196616,1,1,0,0,0.7960312031183852,-3.029952139407007,0
1,-2.5051508531265267,1,1,1,0,5.0854856624420455,-0.5780267357071025,1
1,0.2323973925296481,0,0,1,0,1.3112544275564324,-2.0394385960874515,1
1,-0.3316574819520712,0,0,0,1,2.334733296760418,3.466345867711064,0
1,1.365037267930932,1,1,1,0,1.450748328885096,-8.8841669015480509,0
1,1.6239470362950759,1,1,0,0,-1.0937327887635657,-4.771238543815035,0
1,0.1664319167581866,0,1,1,1,1.0620516001997866,-2.284633489245319,1
0,0.3246680314757968,0,0,0,0,-1.2342531171647055,-3.046810749059317,0
1,0.36641680988949193,0,1,0,1,1.7098503754853505,5.533096596982261,1
1,-0.14069388499730456,0,0,1,0,1.5343417410618088,-2.232896609882874,1
1,-2.026441167908089,0,1,1,0,5.0777105323780205,0.7958663477267858,1
1,-0.46893767942771136,1,0,1,0,1.8809111689961764,-4.877723116252959,1
1,-1.338592942934017,0,0,1,0,2.8721430488273314,-2.318971238659296,0
0,-0.3516692264218838,0,0,0,1,-1.6490996236423907,1.7020212820428733,1
1,-0.5784556122770935,0,1,0,1,1.215793952743058,5.4469583568090085,1
0,0.3895904214900421,0,0,0,0,-1.1282300828325904,-2.244735573825621,0
0,1.0425385010689387,0,0,1,0,-1.2382222149961553,-3.599928864497416,1
1,0.6011927297130379,1,1,1,0,1.382538669943438,-6.171594582542646,1
1,-3.314706284278235,0,0,0,1,3.4228435451615096,4.706492469405983,0
0,-0.11089862243747017,0,1,1,0,-0.25404951235572915,-3.686219456037317,1
0,0.021396754008537838,0,0,1,0,-0.6323120269022404,-7.081908310551608,0
0,-0.47778150251724505,0,0,1,0,1.750752410511597,-3.358606601411419,0
0,0.06542118797468374,0,0,1,0,0.38714553291666365,-3.784384662269135,1
0,-0.5146847172379448,0,0,0,1,0.3597037502936607,0.5324546770214645,0
1,1.7266601815358926,1,1,0,0,-1.3734035017735038,-6.516491606010817,0
1,0.021631988552632,0,1,1,1,1.2695924999924895,-1.0733472685336927,1
1,0.11860778622894572,0,0,1,0,0.6995717108631869,-3.7721580073551997,1
1,-0.08674063142688869,1,1,0,1,1.2203096408779917,-1.551931193063001,1
1,-0.6436446982525701,1,0,1,0,1.2710437539913073,-9.202707344109761,0
1,-0.43257798195967384,0,1,1,0,3.1321436825826843,-3.5221588633469723,0
0,1.6107747711580254,0,0,1,1,0.9834023148291904,-0.5408798522561651,1
1,-0.5887457239433654,1,1,1,0,3.7834797703119563,-2.3682060933182454,1
0,-1.0199883923168436,1,0,0,0,1.2319597464684964,-3.3882894811207738,0
1,0.5822150774414255,1,1,0,0,1.6813711909156934,-2.901183510808298,0
1,1.6825699619167322,0,1,1,1,1.2921510775722305,-3.1074041972589317,0
1,0.2615948619858819,1,0,1,0,0.28246279176754996,-11.040731222465856,0
0,-0.05657113315155577,0,1,0,1,-0.5948997668571303,-0.17538252039498048,0
1,-1.2578837730133674,1,1,1,0,2.181898667634567,-6.0092605881574945,1
1,1.0280988678116227,1,1,1,0,0.7731593385583071,-6.0674524482436025,1
1,0.4046960836052945,1,1,0,0,0.7119036150450694,-2.638758341453616,0
0,-0.09341701616952147,0,0,1,0,1.2311655046974188,-4.345133389805532,0
0,0.24506279996957472,0,1,1,0,0.7212380805111129,-2.7416185177504215,1
1,-0.9229290027014927,0,1,0,1,2.167273023805997,5.902388265297363,1
1,-0.4621361291730622,1,0,0,0,0.4766963488407311,-4.511864038962241,0
0,3.347753958294965,0,0,1,0,-3.7472858916003178,-8.817497840475912,0
1,-1.2144193968889598,1,0,0,0,1.7270973296461145,-2.817694701222484,0
0,0.6775342604899101,0,0,0,1,-1.0214565333586405,-0.383546787100694,0
0,1.2141186299551059,0,0,0,1,-0.5720405477338674,1.3968785637910077,1
1,-1.368778329042409,1,1,1,0,3.4079623489424242,-6.563809047810454,0
0,0.7982042098129302,0,0,1,0,0.7405508645730204,-2.7675445800416925,1
1,-0.4442436816030902,1,1,0,1,0.09441477659283071,1.615872546863401,1
1,-2.140687715111755,0,1,1,0,4.527616450238652,-0.7629769639022537,0
1,-0.653430768890899,0,1,0,1,2.0313103981697958,4.683579507739406,1
0,1.5313404734874403,1,0,0,0,-2.449624336612497,-7.780488188334433,0
1,-2.0972423931171,1,1,1,0,4.039147222273962,-4.347802036735093,0
1,-2.535412940809738,1,1,0,1,5.1795702872537905,2.943582366299271,0
1,-1.6234364494986333,1,1,0,0,3.3698382086346688,0.4630811760192397,1
1,0.358950080240379,1,1,0,0,-0.4763849262586036,-4.814979961530702,0
1,-0.23641584283110548,1,1,1,0,1.934076742594605,-8.641344425247274,0
1,0.08033255122750177,0,0,1,1,1.5609865764725512,0.6871279761648732,1
1,1.7883509347339825,1,1,0,0,-1.1078080827628596,-4.918828756501846,0
1,-0.10766120748870481,1,1,1,0,1.8804172322105936,-5.049751830838718,1
1,0.49410772657370616,1,1,1,0,0.5341151034634736,-10.219926072917916,0
1,-0.6910789099286231,1,1,1,0,1.960050361325612,-4.213324886882521,1
1,-0.824800148738674,0,1,0,1,1.09684181380951,2.9440689056532983,0
1,-0.741865962496697,1,1,1,0,1.8565627278897336,-7.801835940540682,0
1,0.7008522972554344,1,1,1,0,-0.2146096996210487,-9.504409832268106,1
1,-1.0394379296474723,1,1,0,1,3.096207118568838,0.42547380478562036,1
0,0.13381553574096658,0,0,1,0,-0.05891627983072134,-3.9536142659697346,1
0,1.218237063612506,0,0,1,1,1.4109393301500326,-2.39197187071962,0
0,-1.9303016806568392,0,0,0,0,-0.2265697307577368,-0.19730812749079468,0
1,0.5455955170977154,1,1,0,0,2.4834975952875427e-4,-4.2176029022637165,0
1,-0.3264213381901138,1,1,0,0,0.32069180301460554,-3.526289441328198,0
0,-0.7741949240060378,0,0,0,1,1.3489461562092346,2.041597925553129,0
1,0.1828206845523493,0,0,1,1,0.3071068588319218,-1.1292123536370746,1
0,0.07169000428022278,0,0,0,1,0.22489158790288033,1.9797356060527023,1
0,-0.370131446153908,0,0,1,1,1.341987988754182,-1.3313695924139761,1
1,-0.18438485373235083,1,1,1,0,2.803403826209997,-7.810137018199927,0
1,-1.3637047082222333,0,1,0,1,3.3856046407996714,3.566824145927846,0
1,1.1304843911413154,1,1,1,0,0.7723230621733719,-5.853139708761968,1
1,-1.1389519026504904,0,1,1,1,3.638997987410952,1.39251804699263,1
0,1.8383326292263398,0,1,1,0,-1.6423670377687094,-8.22393996830909,0
1,-0.7150961420429106,1,0,1,0,1.0272905129501606,-7.7350187004003494,0
1,-0.8670279181630705,0,1,0,1,2.4699637204757385,4.943594297913606,1
1,-0.09145671486464116,0,1,0,1,1.0974351558646442,0.6904500535420872,0
0,-0.36608268092443164,0,0,0,1,0.8560043781358908,0.4691097526218457,0
0,0.0339046479291542,0,0,1,0,-1.0212887426043569,-5.585254728888669,1
0,0.8696746405999388,0,0,0,0,-2.5026551667736805,-2.478039193422811,0
0,0.400731125221021,0,0,1,0,-0.5845016526089937,-5.016509905348574,0
0,0.8643039880737559,1,0,0,0,-2.978655944644592,-9.142610022238507,0
1,-0.2573548138719985,1,0,0,0,0.9052304941475382,-2.736896391390401,0
1,1.4626065557471226,1,0,1,0,1.8219463114064927,-7.549475765778409,0
1,1.379848868716379,1,1,1,0,2.039019487113727,-6.5984588415314755,1
1,1.31786549359273,0,0,1,0,0.9098322324945092,-3.2093283339428202,1
1,-0.2463546009518651,1,1,0,0,0.9739486431125648,-3.6256700004256337,0
0,-0.570372729490685,1,1,0,1,0.6466590288467269,-0.9903114860712162,1
1,-0.808394747083631,1,1,1,0,1.6177808253331274,-6.041564095748665,1
0,0.028138192588360006,1,0,1,0,1.2870463993940298,-7.102803850458675,0
0,-0.627007835451912,0,0,0,1,0.4321779383144994,0.39868691206489265,0
0,0.9109592348934684,1,0,0,0,-1.6809596173997008,-2.5786387368537964,1
0,-0.8862965686941091,0,0,1,0,-0.4926360269088177,-3.111860999743783,1
0,0.5476877736013244,0,0,1,0,0.249945683734153,-6.150775856520575,0
1,-1.6414211336032176,0,1,1,1,4.594072466237864,2.67798099502228,1
1,1.5430831698569283,1,1,0,1,0.4679120139807733,-0.0281626123053087,1
1,-1.7336030115278684,0,1,0,1,2.3430264438623554,0.2247901924391873,0
1,-0.3509583510739827,1,1,0,1,2.082196535780928,-1.0043800974117851,0
0,-0.37963965991749404,0,0,0,0,0.10172601666547992,-2.3368595902686895,0
0,-2.515153736780981,0,0,0,1,2.93532333035676,6.102187885067219,1
1,1.267060578317548,0,0,1,0,0.8244606908311536,-5.404711797036818,0
1,-0.7953408821626813,0,0,1,0,0.7995399809687348,-1.9779362831306013,1
1,-0.14708579647998649,0,0,1,1,2.5036066421512464,-0.8711412063075992,1
1,0.5502133741174463,1,1,1,0,2.6471875654951207,-8.533833795721105,0
1,-0.058900756596299064,1,1,0,0,2.2919431443607854,-3.064639600604001,0
1,0.8122589231474943,1,1,0,0,-1.581477828179847,-4.961674998394698,0
1,0.8662413794317507,1,1,1,0,0.5038804439349823,-5.393394815418256,1
1,1.065537606903056,1,1,1,0,0.5063811536804548,-5.768817570647533,1
0,-0.6372758026438787,0,0,0,1,0.031786439934431976,1.5493561217734002,0
1,0.7351486433752685,0,1,0,1,1.3990296119094767,4.929622258272944,1
0,1.5519808606977827,0,1,1,0,-0.03499770821887366,-3.7613494877441345,1
1,1.2827933820453308,1,0,1,0,-0.004679957537948476,-5.71907930172285,1
1,-0.8987980866977644,0,0,0,1,0.2590429478676387,0.2468528383085649,0
1,-0.3553046947241175,0,1,1,1,2.738252073022105,-0.31040620977919564,1
0,0.5798373382290128,1,0,0,0,-1.817566382656783,-6.818021871920393,0
1,-1.7309216528322304,1,1,1,0,3.7875133480499406,-3.092741617504366,1
0,-0.4324529806075015,1,0,0,0,0.06631111120647731,-4.463520190384239,0
1,0.6480332886974386,1,1,1,0,1.7184782485279126,-5.662230366491251,1
1,-0.47603582272039036,1,1,0,0,0.6094378230406606,-4.330168531548522,0
1,0.37387300282409136,1,1,0,1,0.5891745167464852,0.07566536356320613,1
1,-0.6790320649754095,1,1,1,0,2.186356997994741,-8.04698541959703,0
1,0.25905626088033695,0,1,1,1,1.465571441113749,-1.1504089081616269,1
1,0.5135027896929631,1,1,1,0,0.05107430311944783,-10.71678295998278,0
1,0.3355784933418546,0,1,1,0,0.5013779770852111,-2.316839020688278,1
1,-2.061654682318708,1,1,0,0,2.234576286090709,-1.113873583604612,0
1,-0.46919391509020597,1,1,1,0,3.9128242204631185,-5.639517797323908,0
1,-0.308789055525171,1,1,0,1,1.132017081524461,-2.198482579927817,0
1,-0.8337247827261024,0,0,1,0,1.8891894801770033,-1.4531791434885726,1
1,0.9096284124175187,1,1,0,1,0.8478084615753899,-0.07402414705127831,1
1,1.0693084745142418,0,1,1,0,0.5827759844581355,-6.896831173702848,0
1,1.4224347699562427,0,0,0,1,0.5371141546534464,1.6616153314935924,0
1,1.0413765540335347,1,0,1,0,0.9231446627596722,-6.092085382157612,1
0,-0.28941629076357317,0,0,0,1,-0.9766032238639184,-0.5920728969696574,0
0,0.3916017881525815,0,0,0,1,0.7138993321782119,3.808024314542552,1
1,-0.17221882246995476,0,0,1,1,1.3992749937711624,-0.013833430796533097,1
0,0.44987965068733715,1,0,0,0,-0.8506779106045341,-4.142042890868017,0
1,-1.0818019254055398,1,1,0,1,1.257819847494647,-0.29680308825325774,0
0,0.01703575477717763,1,1,0,0,-0.28540396478810914,-5.439767345219785,0
1,0.752991352250105,1,1,1,0,0.13871008150147013,-8.717025020941929,0
1,-0.5580306719428242,1,1,0,1,1.7278992767694876,1.0323984907445225,1
0,-0.05650793166058123,0,1,1,1,0.7222073800583142,-1.693809660841348,1
1,-0.9808949112137532,0,0,1,1,3.5077292588011053,2.1783122564770707,1
1,-0.309235985180375,0,0,1,0,1.5914869167619803,-2.49019111690355,1
1,0.620679814409936,1,0,0,0,0.1833949789008943,-3.709841742732351,0
1,0.7508908841861297,0,1,0,1,-0.009932158572056649,0.5264736835372714,1
0,2.179589493263414,0,0,0,1,-2.4926105345213725,1.9599640564437397,1
1,-1.9891933484050395,1,1,0,1,3.290434126133202,-0.7583992318689942,0
1,1.090451882538878,1,0,1,0,1.021227259326187,-7.562753628901974,0
1,-0.3101013449462017,1,1,1,0,1.4277752845877658,-5.422491947708233,1
1,0.7343918174570652,0,0,1,1,1.254810131705665,-0.05961622403921174,1
1,1.3217681238872039,1,1,1,0,0.29033527310112395,-11.46258580163354,0
0,-0.16889134142319834,0,0,0,1,0.2804693628828919,4.490787415853985,1
0,0.6134062995397824,0,0,1,1,0.5725548289956504,-1.032020239968167,1
1,-0.6351853565104177,1,1,1,0,3.3267834157106813,-3.046960961196136,1
1,-0.31283407017084447,1,0,1,0,1.9956074109515511,-5.547045963455793,1
0,-0.6133146731598111,0,0,0,0,-0.08999310423539009,-0.6921885814915004,0
1,-0.9002082302375618,1,0,1,0,2.4264000479166627,-6.931423489303411,0
0,0.45850076898453607,1,1,0,0,-1.1391145110950642,-4.799668533174822,0
0,-0.041737480029742806,0,0,1,0,1.1038893751179202,-2.600946102819951,1
0,-0.18350904242788246,0,0,0,1,-0.5056148893124598,-0.39219851809067513,0
1,-0.9454731682457752,1,1,0,1,1.8803533045354404,1.715333337043659,1
1,-0.0732897932028616,1,1,1,0,1.2122307841102145,-6.437673996134505,1
1,-0.6406893574339984,1,1,1,0,2.9011806836298932,-3.3963143555517905,1
1,1.0884292017360024,1,1,1,0,1.7361741946608913,-7.27415302473641,0
1,1.9227438336022187,1,1,0,0,-1.3311169406152255,-4.852081208302988,0
1,0.10291604152051044,1,1,1,0,1.4851396688255125,-6.330345544384431,1
1,-2.6710400181553653,1,0,1,0,3.6017192571986834,-5.074177097848105,1
0,1.5372601473334788,0,1,0,1,-0.6508764749493319,-0.880577100177606,0
1,1.1049683190296105,1,0,0,0,-0.8900509394122429,-5.454399084992767,0
0,-0.6537476678553489,0,0,1,0,-0.6169688566698186,-5.036930948326592,0
1,0.2872755212314377,1,1,1,0,1.474387121184201,-9.760048610342164,0
1,0.3008218941932952,0,0,1,1,0.6283955755931817,-0.8283323525157305,1
1,0.45442095187459625,1,0,1,0,0.05399647580747369,-10.389219019479562,0
1,0.12396376389146645,0,1,1,1,1.782966124871956,-1.2026530662445212,1
1,0.20623302604402438,0,1,1,1,0.6516701027785579,-2.354511708847837,1
0,0.8703532922744628,0,1,0,1,-0.6224489724714648,2.0437284869634134,1
1,-1.49833331287703,1,1,0,1,3.834428916225854,1.467931390952746,0
1,-0.33255308226582686,0,1,1,1,2.742836358891621,1.1058772431121064,1
1,-1.0059525405201344,0,0,0,1,1.4748320538275197,5.860111984283189,1
1,-0.40832447474510625,1,1,1,0,2.368962994642837,-3.1650653538261775,1
1,-2.5983270210258165,1,1,0,0,2.869308171835591,-1.4517161894945725,0
1,-0.4082122651081821,1,1,1,0,0.7887493490734314,-4.948780725582917,1
1,0.7943871963506581,1,1,1,0,1.3651676364685472,-10.581585313890766,0
0,-0.3095658597264,0,0,1,1,0.8234304336402309,-2.008804108502377,1
0,-0.15400702440750216,0,0,0,1,0.6210696957221521,3.839642788610118,1
0,0.5439186968627515,0,0,1,1,0.032761482665794484,-1.7144650968229918,1
1,-0.05444930244910618,1,1,0,0,1.0371969926848736,-2.4301454506650138,0
1,-1.8344800322155366,1,1,1,0,1.3634828061536455,-4.2879413486409685,1
1,-0.33097788038252574,1,0,1,0,1.0755029701885124,-5.405451095485763,1
0,1.035914241208872,0,0,1,0,-1.9843590032713412,-4.514130336400146,1
1,-0.5772423733057547,1,1,0,0,2.7630170753000813,-2.575156661793698,0
0,0.7943801954176692,0,0,1,0,-0.3208673503415055,-5.907121957962841,0
1,1.085981563105801,1,1,1,0,2.4243946457000947,-5.569729848700628,1
1,0.04938875726432744,1,1,0,1,2.4755591772966365,2.0405862447541807,1
1,-0.48819562242677045,1,0,1,0,3.350946757665079,-5.547966145566516,0
1,-0.935040909516064,1,1,1,0,3.357626824817809,-5.427270325893522,1
1,-1.4440941250125543,1,0,0,1,0.5552985413054922,0.0888486422918141,1
1,-0.9270575941370189,1,1,0,0,2.480400233790101,-2.4942878535933035,0
0,-0.9171355245222109,0,0,0,1,0.3318991164589332,3.263769358902231,1
0,-0.046133905036588,1,1,0,1,0.23011213689043175,-2.5486804485867447,0
1,0.4214869325182618,1,1,1,0,1.2189193521279225,-6.600247381209764,1
0,-0.31714415808128354,0,0,1,0,0.2411340976103229,-3.0149245817744204,1
0,-0.31144016453400813,0,0,0,1,0.08267670385276821,3.6022724205354884,1
1,-0.47047846152565886,1,1,0,1,1.997386668195273,-0.7977681521766851,1
1,-0.7834676873639164,0,1,1,0,1.8936141013882748,-3.2547856402172606,0
1,-1.2489443985767894,1,1,1,0,1.4425476057201283,-8.622125231327201,0
0,-0.20863928522981748,0,0,1,0,-0.9063643684989062,-3.7247916459836943,1
1,-0.014646620894734045,0,1,1,1,3.577003093105093,2.425242780255527,1
0,0.4641593213361669,0,0,0,1,0.9429349483834811,1.381454558083377,0
1,-1.6850983035061595,0,0,0,0,1.8691637721832284,0.7773482417520061,0
1,-0.3688166744916769,1,1,1,0,2.93557023473971,-3.266407872773438,1
1,1.6327458822621868,1,1,0,0,-1.1913505365536465,-5.738226237950473,0
0,-0.14099550171291794,0,0,0,0,-0.27955167272404446,-1.5405602683983806,0
0,1.1352542144459743,0,0,0,1,-1.4867826267519924,-1.6992560843740496,0
1,0.1290881362590634,0,1,1,1,1.5662504330316558,-0.8229378103597828,1
1,1.4883395303005877,0,1,0,1,0.091028694450487,1.2834338319162024,0
1,0.5125710219531249,1,1,1,0,1.582857935156906,-8.729336979805755,0
0,0.6384186685673803,0,0,0,1,-0.9339900492553941,-2.1463139625312904,0
1,-1.4455781761029065,1,1,0,0,2.804457379565936,-2.4393544702159455,0
1,0.3872200223610378,1,1,0,0,0.5430529581631744,-4.427819762521082,0
0,-0.09598332765544475,0,1,0,1,0.05999263218363238,-0.7448801364811759,0
1,1.5725657249886178,1,1,1,0,0.7747099699687219,-6.049036481827615,1
1,0.5570994569304669,0,1,1,1,1.8441378213128417,-0.4132277408316103,1
1,-0.9960268734620334,0,0,0,1,1.526531184000018,3.3111682323906293,0
1,-1.0095079663966835,0,0,1,1,2.977733684252886,-0.551679982605969,1
1,1.1557342973869893,1,1,1,0,0.1621956838912606,-7.48124638108575,1
1,-0.4922088891552183,0,1,0,0,1.1023431248567936,0.6287390700803857,0
1,-0.14764478269108114,1,0,0,0,0.22943406519074733,-4.81877121295943,0
0,-0.22602243069344155,1,0,0,0,-1.1155409434863621,-8.308701282869569,0
0,1.3200341847720056,1,0,1,0,-1.2868122579054224,-7.894424174494777,1
1,0.11700997303871963,1,1,1,0,3.0337273265377824,-5.834127058020229,1
1,-0.6722898951977723,0,1,0,1,1.819567630983011,0.18623184353532318,0
0,-0.7171427124523732,0,0,0,1,1.104880833581103,5.8277273984699995,1
0,-0.5949523950744006,0,0,0,1,1.1042763155536748,4.184637027586422,1
1,0.07137501146999083,1,0,1,0,1.1661456885330745,-7.869531001490896,0
1,-1.8020606910856554,0,0,1,0,2.452299974546121,-0.22409208333818625,1
1,0.3305004973807285,1,1,1,0,3.684852409869515,-6.899389687158875,0
1,-0.6013100132304292,0,1,1,1,3.743994170306056,-0.880315676788668,1
1,-0.5807479397760874,0,0,1,0,0.9320167555022151,-2.391715380691967,1
0,1.3462074912090354,0,0,1,0,0.4210304031352463,-5.903512767964314,0
0,1.9783001926599653,0,0,0,1,-3.461050193338112,-2.74955290262024,0
0,0.47653140457853727,0,0,1,0,-0.977510478511394,-3.5551064228280773,1
1,0.6250026721287407,0,0,1,0,1.5284645005744157,-3.018980521253022,1
1,1.1037290574870093,1,1,0,0,-0.3673154520777394,-3.74514165178922,0
0,0.5511248916665659,0,0,0,1,-0.31236947004342486,3.9039560528735473,1
1,1.2305552978454766,0,0,1,1,-0.105720936700882,-2.9047865097708367,1
1,-1.0827090987790053,1,1,1,0,2.5273496385072676,-3.3799494697930914,1
1,-1.5239126366442797,1,1,0,1,3.0714259849991867,-0.8416906115463196,0
0,-0.2623865970201737,0,0,1,0,1.0388461442302095,-5.692024131818954,0
0,-0.14597556812675985,1,0,0,0,1.6709593877070679,-3.9796288052356377,0
1,1.0180211093993836,1,1,1,0,2.1350547330729084,-5.498542348981318,1
1,-0.26130497766002214,0,0,1,1,3.802636243009555,-0.16488618185565518,1
0,1.2386452281809663,0,0,1,1,0.8810053411945136,-1.0859480355236169,1
0,-0.07204746407656377,0,0,0,1,1.0600460880783464,-0.6564892419504345,0
1,0.0017498802559252175,1,0,1,0,2.2729874772723684,-5.551709775097067,1
0,-0.389845289948438,0,0,0,0,-0.0992552662460851,-2.6625538377711515,0
0,2.705433476075566,1,1,1,0,-1.9572404000458896,-10.192012988286663,1
1,-0.10162088070023335,1,1,0,1,1.685630538486952,-2.173303680882619,0
1,-1.2399337009583093,0,0,1,1,5.512828305312326,2.725404735329843,1
1,0.24317516784959128,0,0,0,1,-0.34712937155277024,2.1638995393716502,0
1,-1.0245790297873663,0,0,1,1,3.1424125331659143,-0.24855857428584577,1
1,-1.1525752332418073,1,1,0,0,1.9630663424892414,-3.394154315012069,0
0,-0.581942345231325,0,0,1,1,-0.8440906269977244,-3.264938403503282,1
1,-2.9533278650037422,0,1,1,1,5.592711117207903,2.941243542021568,1
0,0.624477316393705,0,0,0,0,-3.6554893591680946,-1.8079447805033417,0
1,1.0818128819100374,1,1,1,0,2.236247479380644,-5.681009509348087,1
1,0.48968938880927654,1,1,1,1,0.9723417135102477,-4.237813855489449,1
1,0.7358918185882716,1,0,1,0,0.1424477142177074,-6.285687048000259,1
1,-1.4836300672905816,0,0,1,1,4.069907917237813,1.8401914863101063,1
0,0.7662899806199395,0,0,0,0,-1.6970587527021848,-3.5852556839089704,0
0,0.09107142451934953,0,0,0,1,-0.4489101469052808,-1.2264938502826863,0
1,0.6676028014608212,1,1,1,1,1.9540216393458354,-3.137642725379103,1
0,-1.4013968789461344,0,0,0,1,1.1600688693990682,-1.265269279733812,0
1,0.7827305887091683,1,0,1,0,2.1835583955704245,-5.020511779853942,1
1,-0.16663410754743752,1,1,1,0,1.581427374026731,-8.963457935458113,0
0,1.3524824938802213,0,0,0,1,0.31138289609171843,3.5362756085202447,1
1,0.16046396406985652,1,1,1,0,1.9249553027692543,-4.0747767283987635,1
1,0.6235548485589854,1,0,1,0,1.2241094182315888,-5.7718138452906755,1
1,-0.01269965205296733,0,1,1,1,1.5313410673656058,-0.43342360907537714,1
1,0.47365272128020064,1,0,0,0,1.7534787729926056,-2.284569005094576,0
1,-1.1741671247217729,1,1,0,0,2.097392890545287,-2.298345456706479,0
1,-1.765436132137174,0,0,1,1,1.2119239017143069,-0.03677773304307208,1
1,-1.56678810574821,0,0,0,1,2.221725578851745,3.552094827455908,0
1,-0.7869651953781134,1,1,1,0,3.026390210301688,-4.609405808984353,1
0,-0.5180136114692057,0,0,1,0,2.0638802153116913,-1.779817244047246,1
0,1.071679178574783,1,1,1,0,-0.47506794365941585,-7.2060031060587,1
1,0.6165616295490285,1,1,0,1,0.8966692845274916,-1.949051364697227,0
0,0.26968951583617473,0,0,1,0,0.38081704968624147,-6.463486025062435,0
1,1.455113102474256,1,0,1,0,0.7465027146988799,-6.645967203277113,1
1,0.9594482762068467,1,1,1,0,1.657680228206925,-8.656281422768163,0
0,0.19294691546444465,0,0,1,0,1.1247892821067211,-3.274392558714221,1
1,1.354610260568497,0,0,1,1,0.8762202644318604,-2.5114013269763498,1
1,-0.7081196561373658,0,1,1,0,2.575045419103625,-3.5729766806470917,0
1,-0.0874383995755343,0,1,1,0,2.7027600952176165,-2.440933567648708,1
0,0.8461580347719498,0,0,1,0,-0.04831052190695134,-4.960674209508824,1
0,0.7378934540839988,1,0,0,0,-1.7584311647422004,-4.577311127010819,1
1,-0.52159790902369,1,1,0,0,0.9221346357913727,-3.1172948498568247,0
0,2.123807094087308,0,0,0,1,-0.8695811768020345,2.0202969402171362,1
0,0.532035487388745,0,0,0,0,-1.5132182001389167,-3.257733848617133,0
1,3.358687054986075,1,1,1,0,-0.8930187350376245,-11.27319080756349,0
1,-0.7047894426157827,1,1,0,0,0.5837759949983199,-3.4582082228013347,0
0,0.4291815815597432,1,0,0,0,0.9352355423550117,-3.940795451540807,0
1,0.8349603329905522,1,1,0,0,-0.7079814116143146,-5.952291875212426,0
1,-1.529638071071675,0,0,1,1,3.9681928620550364,1.7952040802359512,1
0,1.193746755769491,0,0,0,1,-1.1565576757221785,-1.9316871857396465,0
1,-1.0899029751125635,1,0,0,1,1.4302965100755582,0.8584024529837102,1
1,-0.5315727364947334,1,1,0,1,1.7662714337433563,-1.5768419316175921,0
0,1.7778821197431325,0,0,0,1,-0.7013229635184617,-2.2328349064959228,0
1,0.17631250387811886,0,0,1,1,2.255299845677147,-1.2850004085431452,1
1,-0.513590081795189,1,1,1,0,1.8959844981597826,-5.085715772966509,1
1,-0.7124891160599457,1,1,0,0,1.4997281278444325,-1.863409465074021,0
1,-1.9038335799323287,1,0,1,0,2.1567762856316977,-4.756182845411768,1
1,-1.8647422743595377,0,0,0,1,2.346520727102065,3.4523363651513623,0
0,2.307403879437312,1,1,0,0,-1.8144504352693218,-5.776523860221177,0
1,0.8357077997231167,0,1,0,1,0.3129194435278121,0.26525964305442984,0
1,-1.3340486145516801,0,1,1,1,5.189408163355077,3.186599560036217,1
1,-1.5246143790262403,1,0,1,0,3.0475833343649086,-3.916608206957847,1
1,-0.3763227300470424,1,1,0,0,1.340275205454066,-3.3895660432580366,0
0,0.378459341329399,0,0,0,1,-0.9733331624434671,0.18155110289577636,0
0,-0.43415398274146516,1,0,1,0,-0.89469054557894645,-8.465284457639127,1
0,-1.067071266444444,0,0,1,0,0.08338482058653174,-4.6410647557907865,1
0,0.5270297951733823,0,0,0,1,-0.7737062900722661,2.579988964512279,1
1,0.48909920124163275,0,0,1,0,1.3128073956826842,-5.925416009722012,0
0,1.4298055886801795,0,1,0,1,-1.5376461117044282,-1.785158073579931,0
0,-0.7586926360963422,0,0,1,1,0.5204437423649779,-1.2102964477001394,1
1,-0.6947685707525811,0,0,1,0,3.1920204646155104,-3.289164857151878,0
1,0.11863936969566222,0,0,1,0,1.4803875739081078,-2.327670787323175,1
0,-1.078767828133152,0,0,1,0,0.8552189378514927,-6.292074218247247,0
1,-0.18040403682817224,0,0,1,1,2.095618464270858,-1.468159308584668,0
1,0.12244122199242462,0,0,1,0,2.204253395900759,-2.195604726109845,1
1,-0.2022826760914548,0,0,0,1,1.416546497978029,1.2036461426158875,0
1,2.6311114288871393,1,1,1,0,-0.8846736275334144,-7.592059278474236,1
0,0.04857359722857898,0,0,0,1,-1.8995371782357702,-1.0110602491901117,0
1,-0.23197512197366815,0,1,0,1,1.280114904387712,4.68564417053611,1
0,0.5144689739384454,0,0,1,0,0.7932304734601794,-4.802713617058832,0
